order_id,order_date,customer_id,product_name,category,region,channel,quantity,unit_price,discount_pct,order_status
ORD-1475,2/26/2025,CUST-267,Desk Lamp,Furniture,North,Online,2,,0,Completed
ORD-1125,4/14/2025,CUST-258,Yoga Mat,Lifestyle,East,Online,4,18.75,0,Pending
ORD-1318,3/26/2025,CUST-241,Ballpoint Pens (12pk),Stationery,South,In-Store,1,4.25,0,Cancelled
ORD-1316,1/9/2025,CUST-118,Desk Lamp,Furniture,East,In-Store,1,22,0,Completed
ORD-1495,5/14/2025,CUST-286,Office Chair,Furniture,Central,In-Store,2,129.99,0.2,Refunded
ORD-1430,7/19/2025,CUST-151,USB-C Cable,Electronics,West,In-Store,1,9.99,0,Refunded
ORD-1450,2/17/2025,CUST-269,Notebook Set,Stationery,South,Partner,5,6.5,0.2,Completed
ORD-1417,6/25/2025,CUST-117,Water Bottle,Lifestyle,West,Partner,2,12,0,Refunded
ORD-1024,1/21/2025,CUST-272,USB-C Cable,Electronics,North,Partner,1,9.99,0.15,Completed
ORD-1328,5/30/2025,CUST-299,USB-C Cable,Electronics,North,Online,1,9.99,0.15,Refunded
ORD-1439,7/15/2025,CUST-292,Standing Desk  ,Furniture,East,In-Store,5,249.99,0.1,Completed
ORD-1322,3/9/2025,CUST-168,Notebook Set,Stationery,East,Online,1,6.5,0.2,Pending
ORD-1126,3/4/2025,CUST-201,Bluetooth Speaker,Electronics,West,Partner,4,45.5,0,Completed
ORD-1423,3/6/2025,CUST-193,USB-C Cable,Electronics,Central,In-Store,4,9.99,0.1,Refunded
ORD-1327,3/12/2025,CUST-250,Laptop Stand,Electronics,North,Partner,4,34.99,0.1,Refunded
ORD-1178,2/20/2025,CUST-111,Notebook Set,STATIONERY,West,Partner,3,6.5,0.1,Completed
ORD-1443,7/4/2025,CUST-197,Water Bottle,Lifestyle,South,Partner,2,12,0.2,Completed
ORD-1380,4/19/2025,CUST-197,Ballpoint Pens (12pk),Stationery,Central,Online,2,4.25,0,Completed
ORD-1223,6/8/2025,CUST-224,Office Chair,FURNITURE,Central,In-Store,5,129.99,0.1,Cancelled
ORD-1358,5/4/2025,CUST-122,Desk Lamp,Furniture,North,Online,2,22,0.2,Cancelled
ORD-1093,4/19/2025,CUST-198,Water Bottle,Lifestyle,West,In-Store,2,12,0.1,Completed
ORD-1069,4/8/2025,CUST-250,Water Bottle,Lifestyle,West,In-Store,2,12,0.15,Pending
ORD-1036,5/18/2025,CUST-145,Notebook Set,Stationery,North,Online,4,6.5,0,Completed
ORD-1160,3/5/2025,CUST-227,Ballpoint Pens (12pk),Stationery,North,Partner,3,4.25,0,Completed
ORD-1011,5/18/2025,CUST-211,Yoga Mat  ,Lifestyle,East,Online,1,18.75,0.2,Completed
ORD-1144,3/2/2025,CUST-107,Wireless Mouse,Electronics,North,In-Store,4,19.99,0.2,Completed
ORD-1360,2/14/2025,CUST-273,Desk Lamp,Furniture,East,In-Store,1,22,0,Pending
ORD-1127,6/12/2025,CUST-189,Notebook Set,Stationery,Central,Online,1,6.5,0.2,Pending
ORD-1447,3/14/2025,CUST-288,Water Bottle  ,Lifestyle,Central,In-Store,1,12,0.15,Pending
ORD-1009,4/13/2025,CUST-123,Backpack,Lifestyle,South,Partner,4,39.99,0,Completed
ORD-1381,6/24/2025,CUST-175,Standing Desk,Furniture,North,Partner,1,249.99,0,Pending
ORD-1176,4/4/2025,CUST-149,Backpack,Lifestyle,North,Partner,3,39.99,0.1,Refunded
ORD-1231,3/30/2025,CUST-119,Backpack,Lifestyle,West,Online,1,39.99,0.15,Pending
ORD-1210,7/7/2025,CUST-272,Standing Desk,Furniture,Central,Partner,2,249.99,0,Pending
ORD-1128,3/7/2025,CUST-294,USB-C Cable,Electronics,Central,Online,2,9.99,0.2,Pending
ORD-1143,5/12/2025,CUST-215,Bluetooth Speaker,Electronics,West,Online,1,45.5,0.1,Completed
ORD-1241,2/21/2025,CUST-296,Notebook Set,Stationery,Central,Online,1,6.5,0.1,Cancelled
ORD-1007,7/16/2025,CUST-180,Laptop Stand  ,Electronics,South,Online,2,34.99,0.15,Pending
ORD-1298,6/11/2025,CUST-166,Office Chair  ,Furniture,North,Partner,4,129.99,0,Refunded
ORD-1254,2/6/2025,CUST-247,Bluetooth Speaker,Electronics,West,Partner,1,45.5,0.2,Completed
ORD-1377,3/29/2025,CUST-205,Backpack,Lifestyle,West,Online,2,39.99,0.15,Completed
ORD-1341,7/26/2025,CUST-181,USB-C Cable,Electronics,Central,In-Store,2,9.99,0.2,Cancelled
ORD-1008,5/8/2025,CUST-135,Backpack,Lifestyle,West,Online,3,39.99,0,Completed
ORD-1156,4/20/2025,CUST-110,Standing Desk,Furniture,West,In-Store,5,249.99,0.15,Completed
ORD-1027,2/3/2025,CUST-172,Bluetooth Speaker,Electronics,North,Online,2,45.5,0.2,Completed
ORD-1266,4/20/2025,CUST-172,Laptop Stand,Electronics,West,In-Store,4,34.99,0.15,Completed
ORD-1064,5/18/2025,CUST-289,Office Chair,Furniture,South,Online,3,129.99,0.15,Completed
ORD-1255,5/6/2025,CUST-215,Laptop Stand,Electronics,South,In-Store,1,34.99,0,Pending
ORD-1324,3/2/2025,CUST-282,Ballpoint Pens (12pk),STATIONERY,North,In-Store,5,4.25,0.15,Pending
ORD-1153,6/15/2025,CUST-267,Desk Lamp,Furniture,East,Online,2,,0,Pending
ORD-1048,4/17/2025,CUST-249,Ballpoint Pens (12pk)  ,Stationery,West,In-Store,3,4.25,0.15,Pending
ORD-1208,6/19/2025,CUST-117,Office Chair  ,Furniture,North,Online,1,,0.15,Completed
ORD-1287,5/13/2025,CUST-172,Wireless Mouse,Electronics,West,Online,1,19.99,0,Completed
ORD-1001,2/25/2025,CUST-150,Ballpoint Pens (12pk),Stationery,Central,Online,1,,0.1,Refunded
ORD-1269,4/6/2025,CUST-260,Yoga Mat,Lifestyle,South,Online,3,18.75,0,Completed
ORD-1265,1/1/2025,CUST-262,Desk Lamp,Furniture,North,Partner,5,22,0,Completed
ORD-1333,7/1/2025,CUST-107,Laptop Stand,Electronics,South,Partner,1,34.99,0,Refunded
ORD-1340,3/12/2025,CUST-282,Desk Lamp,Furniture,East,In-Store,1,22,0,Cancelled
ORD-1095,3/15/2025,CUST-190,Water Bottle,Lifestyle,South,Partner,5,12,0,Pending
ORD-1472,6/8/2025,CUST-284,Backpack,LIFESTYLE,Central,Online,1,39.99,0.1,Completed
ORD-1304,3/1/2025,CUST-161,Laptop Stand,Electronics,North,Online,3,34.99,0.2,Cancelled
ORD-1090,1/12/2025,CUST-195,USB-C Cable,Electronics,North,In-Store,2,9.99,0.1,Completed
ORD-1116,5/4/2025,CUST-242,Laptop Stand,Electronics,North,In-Store,2,34.99,0.15,Pending
ORD-1045,4/24/2025,CUST-240,Laptop Stand,Electronics,Central,In-Store,3,34.99,0.1,Pending
ORD-1161,2/24/2025,CUST-151,Standing Desk,Furniture,East,Partner,2,249.99,0.1,Completed
ORD-1498,4/8/2025,CUST-252,Yoga Mat,Lifestyle,North,In-Store,4,18.75,0.15,Completed
ORD-1117,7/16/2025,CUST-242,Office Chair,FURNITURE,Central,Partner,4,129.99,0.2,Cancelled
ORD-1288,2/21/2025,CUST-162,Laptop Stand,Electronics,East,Partner,5,,0.1,Refunded
ORD-1077,6/21/2025,CUST-277,Notebook Set,Stationery,South,In-Store,4,6.5,0.1,Completed
ORD-1401,6/8/2025,CUST-215,Yoga Mat,Lifestyle,South,In-Store,2,18.75,0.2,Completed
ORD-1063,7/10/2025,CUST-169,Laptop Stand,Electronics,East,Partner,3,34.99,0.2,Completed
ORD-1458,4/19/2025,CUST-277,Ballpoint Pens (12pk),Stationery,Central,Partner,2,4.25,0.2,Pending
ORD-1396,1/8/2025,CUST-291,Ballpoint Pens (12pk),Stationery,Central,Online,4,4.25,0.15,Completed
ORD-1230,5/26/2025,CUST-184,Standing Desk,Furniture,West,Partner,1,249.99,0.2,Refunded
ORD-1297,1/27/2025,CUST-115,Desk Lamp,Furniture,South,Online,2,22,0,Completed
ORD-1186,2/19/2025,CUST-157,Backpack,Lifestyle,East,Partner,2,39.99,0,Completed
,,,,,,,,,,
ORD-1199,6/13/2025,CUST-156,Backpack,Lifestyle,East,In-Store,2,39.99,0,Refunded
ORD-1350,5/16/2025,CUST-163,Wireless Mouse,Electronics,North,Partner,3,19.99,0,Cancelled
ORD-1121,4/24/2025,CUST-188,Desk Lamp,Furniture,South,Partner,4,22,0.2,Completed
ORD-1478,2/15/2025,CUST-127,Laptop Stand,Electronics,Central,In-Store,2,34.99,0.2,Cancelled
ORD-1442,4/19/2025,CUST-202,Notebook Set,Stationery,East,In-Store,3,6.5,0,Pending
ORD-1307,1/10/2025,CUST-105,Laptop Stand  ,Electronics,South,Partner,2,34.99,0.15,Completed
ORD-1471,2/9/2025,CUST-216,Laptop Stand,ELECTRONICS,East,Partner,1,34.99,0.1,Completed
ORD-1158,6/5/2025,CUST-117,USB-C Cable,Electronics,West,Online,1,9.99,0,Completed
ORD-1085,3/1/2025,CUST-290,Office Chair,Furniture,West,Online,2,129.99,0.1,Completed
ORD-1225,3/3/2025,CUST-190,Bluetooth Speaker,Electronics,Central,In-Store,1,45.5,0,Pending
ORD-1262,5/12/2025,CUST-205,Standing Desk,Furniture,North,Online,2,249.99,0.2,Pending
ORD-1331,6/28/2025,CUST-290,Standing Desk,Furniture,South,Online,2,249.99,0,Completed
ORD-1410,3/9/2025,CUST-267,Laptop Stand,Electronics,Central,Online,2,34.99,0,Completed
ORD-1076,4/24/2025,CUST-262,USB-C Cable,Electronics,South,Partner,5,9.99,0.1,Completed
ORD-1397,7/23/2025,CUST-242,Standing Desk  ,Furniture,East,Online,1,249.99,0.15,Refunded
ORD-1382,6/22/2025,CUST-243,Desk Lamp,Furniture,South,Partner,1,22,0.2,Cancelled
ORD-1087,4/15/2025,CUST-167,Desk Lamp,Furniture,South,Online,1,22,0.2,Completed
,,,,,,,,,,
ORD-1182,5/30/2025,CUST-258,Water Bottle,Lifestyle,Central,Partner,2,12,0.2,Cancelled
ORD-1105,6/2/2025,CUST-132,Yoga Mat,Lifestyle,North,In-Store,2,18.75,0.15,Completed
ORD-1408,5/4/2025,CUST-224,Water Bottle,Lifestyle,North,Online,1,12,0,Pending
ORD-1049,4/1/2025,CUST-291,Ballpoint Pens (12pk),Stationery,West,In-Store,5,,0,Refunded
ORD-1389,3/30/2025,CUST-110,Desk Lamp,Furniture,Central,Partner,1,22,0,Completed
ORD-1005,4/8/2025,CUST-190,Bluetooth Speaker,Electronics,East,Online,2,45.5,0.2,Completed
ORD-1017,1/9/2025,CUST-171,Yoga Mat,Lifestyle,North,Partner,1,18.75,0,Completed
ORD-1234,1/28/2025,CUST-294,USB-C Cable,Electronics,East,In-Store,4,9.99,0,Completed
ORD-1412,5/12/2025,CUST-140,Desk Lamp,Furniture,South,Online,1,22,0,Completed
ORD-1406,2/8/2025,CUST-174,Standing Desk,Furniture,South,Partner,5,249.99,0,Cancelled
ORD-1106,3/1/2025,CUST-170,Office Chair,Furniture,South,Partner,2,129.99,0,Completed
ORD-1134,6/23/2025,CUST-124,Ballpoint Pens (12pk),Stationery,East,Online,4,4.25,0,Completed
ORD-1413,3/26/2025,CUST-222,Yoga Mat,Lifestyle,West,Partner,2,18.75,0.1,Completed
ORD-1226,6/28/2025,CUST-266,Ballpoint Pens (12pk),Stationery,North,Partner,5,4.25,0.1,Pending
ORD-1214,1/21/2025,CUST-285,Standing Desk  ,Furniture,East,Online,2,249.99,0.1,Refunded
ORD-1190,6/21/2025,CUST-113,Water Bottle,Lifestyle,South,Partner,2,12,0.1,Completed
ORD-1452,1/22/2025,CUST-163,Bluetooth Speaker,Electronics,West,In-Store,2,45.5,0,Completed
ORD-1320,6/10/2025,CUST-152,Bluetooth Speaker,Electronics,South,Online,2,45.5,0,Completed
ORD-1282,2/11/2025,CUST-284,Wireless Mouse,Electronics,East,Partner,1,19.99,0.2,Refunded
ORD-1029,7/3/2025,CUST-164,Standing Desk,Furniture,East,Partner,2,249.99,0,Completed
ORD-1169,1/8/2025,CUST-153,Water Bottle,Lifestyle,Central,In-Store,1,12,0.2,Cancelled
ORD-1180,5/11/2025,CUST-104,Water Bottle,Lifestyle,Central,In-Store,3,12,0.1,Completed
ORD-1100,3/1/2025,CUST-256,Yoga Mat  ,Lifestyle,Central,Partner,3,18.75,0.1,Completed
ORD-1197,5/3/2025,CUST-198,Bluetooth Speaker,Electronics,South,Online,1,45.5,0,Completed
ORD-1209,1/12/2025,CUST-293,Yoga Mat  ,Lifestyle,South,Partner,1,18.75,0.15,Completed
ORD-1135,5/30/2025,CUST-278,Backpack,Lifestyle,East,In-Store,1,39.99,0.2,Cancelled
ORD-1483,5/11/2025,CUST-109,Wireless Mouse,Electronics,Central,Online,2,19.99,0,Completed
ORD-1440,4/11/2025,CUST-278,Desk Lamp,Furniture,South,In-Store,1,22,0,Completed
ORD-1198,4/3/2025,CUST-219,Standing Desk,Furniture,North,Partner,1,249.99,0.15,Completed
ORD-1373,2/12/2025,CUST-256,Notebook Set,Stationery,West,Online,1,,0.1,Completed
ORD-1166,2/3/2025,CUST-139,Yoga Mat,Lifestyle,North,Online,1,18.75,0.2,Refunded
ORD-1394,4/21/2025,CUST-236,Ballpoint Pens (12pk),STATIONERY,West,Partner,5,4.25,0,Completed
ORD-1136,6/14/2025,CUST-289,Bluetooth Speaker,Electronics,South,Partner,2,45.5,0,Cancelled
ORD-1285,5/11/2025,CUST-220,Yoga Mat,Lifestyle,North,Online,1,18.75,0,Completed
ORD-1335,5/6/2025,CUST-241,Yoga Mat,Lifestyle,South,In-Store,1,18.75,0,Refunded
ORD-1131,3/15/2025,CUST-229,Wireless Mouse,Electronics,North,Partner,1,19.99,0.2,Refunded
ORD-1039,3/18/2025,CUST-278,Notebook Set,Stationery,West,In-Store,1,6.5,0.1,Completed
ORD-1215,2/18/2025,CUST-243,Yoga Mat,Lifestyle,Central,Partner,1,18.75,0,Cancelled
ORD-1043,6/11/2025,CUST-162,Water Bottle,Lifestyle,West,In-Store,1,12,0,Completed
ORD-1054,5/2/2025,CUST-279,Water Bottle,Lifestyle,Central,Online,1,12,0.15,Completed
ORD-1487,6/11/2025,CUST-181,Water Bottle,Lifestyle,East,Partner,1,12,0.15,Completed
ORD-1299,1/24/2025,CUST-218,Office Chair,FURNITURE,East,Online,5,129.99,0.1,Completed
ORD-1467,1/23/2025,CUST-258,Desk Lamp,Furniture,West,Online,1,22,0.2,Cancelled
ORD-1304,3/1/2025,CUST-161,Laptop Stand,Electronics,North,Online,3,34.99,0.2,Cancelled
ORD-1035,2/28/2025,CUST-171,Notebook Set,Stationery,South,In-Store,2,6.5,0,Completed
ORD-1315,3/31/2025,CUST-247,Ballpoint Pens (12pk),Stationery,North,In-Store,5,4.25,0,Pending
ORD-1399,2/16/2025,CUST-292,Office Chair,Furniture,Central,Online,2,129.99,0.1,Pending
ORD-1309,4/6/2025,CUST-186,Laptop Stand,Electronics,West,Partner,3,34.99,0,Completed
ORD-1276,7/23/2025,CUST-161,Yoga Mat,Lifestyle,West,In-Store,1,18.75,0.15,Completed
ORD-1124,7/9/2025,CUST-180,Yoga Mat,Lifestyle,North,In-Store,3,18.75,0.2,Completed
ORD-1142,1/14/2025,CUST-282,Office Chair,Furniture,East,Partner,1,129.99,0,Completed
ORD-1110,4/20/2025,CUST-118,Wireless Mouse,Electronics,West,Partner,5,19.99,0,Completed
ORD-1323,3/30/2025,CUST-241,Yoga Mat,LIFESTYLE,West,Partner,1,18.75,0.15,Completed
ORD-1332,1/23/2025,CUST-224,Backpack,Lifestyle,South,In-Store,4,39.99,0,Cancelled
ORD-1393,1/19/2025,CUST-247,Backpack,Lifestyle,East,Partner,3,,0.1,Completed
ORD-1473,2/9/2025,CUST-182,Office Chair,Furniture,East,In-Store,5,129.99,0,Cancelled
ORD-1107,1/29/2025,CUST-191,Laptop Stand,Electronics,North,Online,2,34.99,0,Completed
ORD-1455,4/24/2025,CUST-177,Desk Lamp,FURNITURE,West,In-Store,2,22,0,Completed
ORD-1012,7/15/2025,CUST-263,Backpack,Lifestyle,North,Partner,2,39.99,0,Completed
ORD-1272,2/5/2025,CUST-136,Notebook Set,STATIONERY,South,Partner,3,6.5,0.15,Cancelled
ORD-1047,5/19/2025,CUST-277,Office Chair,Furniture,South,Online,2,129.99,0.1,Completed
ORD-1203,4/27/2025,CUST-178,Desk Lamp,Furniture,Central,In-Store,1,22,0,Cancelled
ORD-1477,1/20/2025,CUST-285,Wireless Mouse,Electronics,Central,Online,1,19.99,0,Completed
ORD-1119,1/8/2025,CUST-207,Bluetooth Speaker,Electronics,Central,Online,1,45.5,0,Completed
ORD-1021,3/2/2025,CUST-202,Wireless Mouse,Electronics,West,In-Store,1,19.99,0,Completed
ORD-1402,4/4/2025,CUST-180,Water Bottle,Lifestyle,West,Online,1,12,0.2,Completed
ORD-1083,3/12/2025,CUST-229,Backpack  ,Lifestyle,West,In-Store,1,39.99,0.2,Pending
ORD-1130,4/24/2025,CUST-190,USB-C Cable,Electronics,East,Partner,5,9.99,0.1,Completed
ORD-1456,1/3/2025,CUST-102,Notebook Set,Stationery,West,In-Store,2,6.5,0.15,Completed
ORD-1493,7/29/2025,CUST-286,USB-C Cable,Electronics,East,Online,5,,0,Pending
ORD-1329,6/17/2025,CUST-144,Notebook Set,Stationery,Central,In-Store,4,6.5,0.15,Completed
ORD-1229,3/22/2025,CUST-292,Water Bottle,Lifestyle,South,Partner,1,12,0,Completed
ORD-1310,5/5/2025,CUST-277,Backpack,Lifestyle,South,Partner,4,39.99,0,Refunded
ORD-1286,3/5/2025,CUST-119,Wireless Mouse,Electronics,East,In-Store,4,19.99,0.2,Pending
ORD-1123,1/2/2025,CUST-197,Standing Desk,Furniture,West,Online,2,249.99,0.15,Completed
ORD-1033,3/2/2025,CUST-145,Ballpoint Pens (12pk),Stationery,South,In-Store,1,4.25,0.1,Completed
ORD-1485,6/26/2025,CUST-176,USB-C Cable,ELECTRONICS,North,Partner,5,9.99,0.1,Cancelled
ORD-1004,6/8/2025,CUST-280,Bluetooth Speaker,ELECTRONICS,East,Partner,2,45.5,0,Completed
ORD-1411,2/27/2025,CUST-223,Laptop Stand  ,Electronics,East,In-Store,2,34.99,0,Completed
ORD-1019,6/15/2025,CUST-127,Backpack,Lifestyle,West,Partner,1,39.99,0.1,Completed
ORD-1219,5/22/2025,CUST-175,Backpack,Lifestyle,Central,Partner,1,,0.1,Completed
ORD-1379,6/27/2025,CUST-222,USB-C Cable,Electronics,North,In-Store,1,9.99,0.2,Refunded
ORD-1168,2/13/2025,CUST-268,Standing Desk,Furniture,Central,Online,1,249.99,0,Completed
ORD-1419,6/18/2025,CUST-100,Laptop Stand,Electronics,Central,Partner,1,34.99,0.2,Pending
ORD-1356,6/29/2025,CUST-258,Bluetooth Speaker,Electronics,North,Partner,2,45.5,0,Cancelled
ORD-1149,5/15/2025,CUST-199,Laptop Stand  ,Electronics,Central,Partner,3,34.99,0.1,Completed
ORD-1224,3/12/2025,CUST-278,Wireless Mouse,Electronics,East,Online,1,19.99,0,Refunded
ORD-1247,1/22/2025,CUST-187,Standing Desk,Furniture,South,In-Store,4,249.99,0.1,Completed
ORD-1453,6/19/2025,CUST-238,USB-C Cable,Electronics,East,In-Store,1,,0,Completed
ORD-1151,5/20/2025,CUST-278,Notebook Set,Stationery,South,Partner,1,,0,Completed
ORD-1492,6/2/2025,CUST-257,Notebook Set,Stationery,East,Online,2,6.5,0.15,Completed
ORD-1317,1/24/2025,CUST-107,Backpack,Lifestyle,Central,In-Store,1,39.99,0.15,Cancelled
ORD-1291,3/1/2025,CUST-195,Backpack,Lifestyle,Central,In-Store,2,39.99,0.15,Cancelled
ORD-1233,6/8/2025,CUST-121,Yoga Mat,Lifestyle,South,Partner,4,18.75,0.2,Completed
ORD-1010,4/19/2025,CUST-219,Yoga Mat,Lifestyle,West,In-Store,1,18.75,0,Refunded
ORD-1279,5/18/2025,CUST-179,Ballpoint Pens (12pk),STATIONERY,South,In-Store,4,4.25,0,Completed
ORD-1071,6/2/2025,CUST-280,Wireless Mouse,Electronics,North,Online,4,19.99,0,Completed
ORD-1252,5/6/2025,CUST-256,Bluetooth Speaker,Electronics,East,Partner,2,45.5,0,Completed
ORD-1092,6/20/2025,CUST-239,Desk Lamp,Furniture,West,In-Store,2,22,0,Cancelled
ORD-1491,3/10/2025,CUST-122,Laptop Stand,Electronics,East,Partner,2,34.99,0,Refunded
ORD-1349,6/12/2025,CUST-101,Bluetooth Speaker,ELECTRONICS,West,In-Store,1,45.5,0,Completed
ORD-1415,4/14/2025,CUST-284,Standing Desk,Furniture,Central,Partner,1,249.99,0,Completed
ORD-1374,2/18/2025,CUST-262,Office Chair,Furniture,North,In-Store,5,129.99,0.1,Completed
ORD-1400,1/18/2025,CUST-224,Yoga Mat,Lifestyle,South,Partner,1,18.75,0.2,Refunded
ORD-1192,7/16/2025,CUST-289,Notebook Set,Stationery,Central,Online,2,6.5,0,Refunded
ORD-1257,1/8/2025,CUST-170,Desk Lamp,Furniture,South,In-Store,1,22,0.1,Completed
ORD-1494,7/29/2025,CUST-128,Office Chair,Furniture,East,Partner,1,129.99,0,Pending
ORD-1339,1/2/2025,CUST-252,Yoga Mat,Lifestyle,East,Partner,4,18.75,0,Cancelled
ORD-1067,3/6/2025,CUST-116,Notebook Set  ,Stationery,West,Online,1,6.5,0.2,Pending
ORD-1195,7/27/2025,CUST-265,Laptop Stand,Electronics,South,Partner,5,34.99,0.2,Completed
ORD-1343,6/21/2025,CUST-268,Office Chair,Furniture,East,Online,5,129.99,0,Pending
ORD-1137,1/5/2025,CUST-296,Yoga Mat,Lifestyle,South,Online,4,18.75,0,Completed
ORD-1260,3/2/2025,CUST-281,Desk Lamp,Furniture,Central,Partner,1,22,0.15,Completed
ORD-1038,7/26/2025,CUST-117,Backpack,Lifestyle,South,In-Store,4,,0.15,Completed
ORD-1462,7/12/2025,CUST-200,Desk Lamp,FURNITURE,North,In-Store,1,22,0,Pending
ORD-1201,4/3/2025,CUST-240,Bluetooth Speaker,Electronics,Central,Online,5,45.5,0.15,Completed
ORD-1480,5/21/2025,CUST-295,Desk Lamp,Furniture,East,In-Store,3,22,0,Completed
ORD-1290,7/6/2025,CUST-207,Yoga Mat  ,Lifestyle,South,Partner,4,18.75,0,Completed
ORD-1448,2/7/2025,CUST-256,Standing Desk,Furniture,East,In-Store,5,249.99,0,Cancelled
ORD-1189,2/24/2025,CUST-278,Yoga Mat,Lifestyle,Central,In-Store,2,18.75,0.2,Refunded
ORD-1251,2/24/2025,CUST-237,Ballpoint Pens (12pk),Stationery,North,Partner,4,,0.1,Completed
ORD-1112,6/16/2025,CUST-155,Bluetooth Speaker,Electronics,Central,Partner,1,45.5,0.1,Pending
ORD-1437,3/5/2025,CUST-127,Office Chair  ,Furniture,East,Online,2,129.99,0.2,Pending
ORD-1183,6/29/2025,CUST-207,Office Chair,Furniture,North,In-Store,1,129.99,0.1,Completed
ORD-1152,2/21/2025,CUST-179,Bluetooth Speaker,Electronics,South,Online,5,,0.15,Completed
ORD-1312,3/23/2025,CUST-244,Water Bottle,Lifestyle,Central,Online,1,12,0,Cancelled
ORD-1325,7/13/2025,CUST-149,Water Bottle,Lifestyle,South,Online,1,12,0.2,Pending
ORD-1191,5/21/2025,CUST-221,Bluetooth Speaker,Electronics,South,In-Store,1,,0,Cancelled
ORD-1044,6/28/2025,CUST-131,Ballpoint Pens (12pk),Stationery,North,Partner,2,4.25,0.2,Completed
ORD-1444,2/15/2025,CUST-236,USB-C Cable,Electronics,South,Partner,5,9.99,0,Refunded
ORD-1275,6/26/2025,CUST-255,Laptop Stand,Electronics,East,Online,2,34.99,0,Refunded
ORD-1006,2/13/2025,CUST-197,Yoga Mat,Lifestyle,South,Online,1,18.75,0.2,Completed
ORD-1250,2/17/2025,CUST-288,Office Chair,Furniture,West,In-Store,4,129.99,0.15,Completed
ORD-1311,7/7/2025,CUST-100,Office Chair,Furniture,South,Online,1,129.99,0.1,Cancelled
ORD-1075,2/28/2025,CUST-295,Water Bottle,Lifestyle,Central,Partner,2,,0,Completed
ORD-1000,3/12/2025,CUST-273,Yoga Mat,Lifestyle,South,Partner,1,,0.15,Completed
ORD-1428,6/2/2025,CUST-212,Yoga Mat,LIFESTYLE,South,Partner,2,18.75,0.15,Completed
ORD-1391,1/25/2025,CUST-260,Office Chair,FURNITURE,Central,Partner,3,129.99,0,Completed
ORD-1383,4/10/2025,CUST-103,Standing Desk,Furniture,East,Partner,1,249.99,0.1,Completed
ORD-1432,4/15/2025,CUST-175,Ballpoint Pens (12pk),Stationery,Central,Online,1,4.25,0.15,Refunded
ORD-1068,7/27/2025,CUST-130,Yoga Mat,Lifestyle,East,Online,1,18.75,0.15,Completed
ORD-1486,3/27/2025,CUST-130,Bluetooth Speaker,Electronics,West,In-Store,1,45.5,0.2,Pending
ORD-1167,5/13/2025,CUST-262,Office Chair,Furniture,North,In-Store,3,129.99,0.2,Completed
ORD-1392,2/22/2025,CUST-118,Yoga Mat,Lifestyle,West,Partner,4,18.75,0.1,Pending
ORD-1218,7/25/2025,CUST-194,Laptop Stand  ,Electronics,West,In-Store,5,34.99,0,Completed
ORD-1042,7/12/2025,CUST-150,Yoga Mat  ,Lifestyle,East,Online,3,18.75,0.1,Pending
ORD-1366,7/6/2025,CUST-264,Laptop Stand,Electronics,East,Partner,1,34.99,0.15,Cancelled
ORD-1345,3/26/2025,CUST-130,Standing Desk,Furniture,Central,In-Store,4,249.99,0.15,Completed
ORD-1072,7/21/2025,CUST-150,Yoga Mat,Lifestyle,Central,Partner,2,18.75,0.2,Pending
ORD-1023,5/29/2025,CUST-114,Standing Desk,FURNITURE,North,Partner,2,249.99,0.15,Completed
ORD-1398,1/22/2025,CUST-265,Water Bottle,Lifestyle,East,Online,4,12,0,Completed
ORD-1185,4/28/2025,CUST-273,Ballpoint Pens (12pk),Stationery,East,Partner,3,4.25,0.2,Completed
ORD-1348,1/15/2025,CUST-298,Yoga Mat,Lifestyle,East,Online,1,18.75,0.1,Pending
ORD-1103,3/13/2025,CUST-213,Bluetooth Speaker,Electronics,East,Online,5,45.5,0,Completed
ORD-1407,6/19/2025,CUST-293,Ballpoint Pens (12pk),Stationery,Central,Partner,3,4.25,0,Completed
ORD-1211,3/12/2025,CUST-260,Yoga Mat,Lifestyle,Central,Partner,2,18.75,0,Completed
ORD-1067,3/6/2025,CUST-116,Notebook Set  ,Stationery,West,Online,1,6.5,0.2,Pending
ORD-1047,5/19/2025,CUST-277,Office Chair,Furniture,South,Online,2,129.99,0.1,Completed
ORD-1196,7/13/2025,CUST-209,Notebook Set,Stationery,Central,Partner,2,6.5,0.2,Completed
ORD-1175,6/2/2025,CUST-102,Wireless Mouse,Electronics,West,In-Store,1,19.99,0,Refunded
